nconst,primaryName,birthYear,deathYear
nm0242656,Kevin Dunn,1956,\N
nm0265670,Frankie Faison,1949,\N
nm0556977,Thomas B. Mason,1919,2007
nm0622535,Geoffrey Nauffts,1961,\N
nm0956053,Rick Zieff,1961,\N
nm0924617,Christopher White,\N,\N
nm0339443,Gladys Greer,\N,\N
nm0320566,Jake Gipson,\N,\N
nm0000902,Jim Belushi,1954,\N
nm0000637,Tupac Shakur,1971,1996
nm0005375,Lela Rochon,1964,\N
nm0000598,Dennis Quaid,1954,\N
nm0000469,James Earl Jones,1931,\N
nm0001601,David Paymer,1954,\N
nm0187724,Wendy Crewson,1956,\N
nm0170550,Gary Cole,1956,\N
nm0141333,Terrence 'T.C.' Carson,1958,\N
nm0339159,Brad Greenquist,1959,\N
nm0359695,James Handy,\N,\N
nm0223092,Kool Moe Dee,1962,\N
nm0522440,Victor Love,1957,\N
nm0031759,Perry Anzilotti,1959,\N
nm0192003,Gregory Scott Cummins,1956,\N
nm0001474,Tom Lister Jr.,1958,2020
nm0590204,Thomas Mills,\N,\N
nm0000603,Vanessa Redgrave,1937,\N
nm0001657,Oliver Reed,1938,1999
nm0840303,Dudley Sutton,1933,2018
nm0012451,Max Adrian,1903,1973
nm0578527,Murray Melvin,1932,\N
nm0331788,Michael Gothard,1939,1992
nm0354914,Georgina Hale,1943,\N
nm0614120,Brian Murphy,1932,\N
nm0517787,Christopher Logue,1926,2011
nm0035505,Graham Armitage,1936,1999
nm0940892,John Woodvine,1929,\N
nm0269026,Andrew Faulds,1923,2000
nm0171829,Kenneth Colley,1937,\N
nm0661585,Judith Paris,1944,\N
nm0932537,Catherine Willmer,1910,2001
nm0854337,Izabella Telezynska,1928,2013
nm0021125,Tony Allen,\N,\N
nm4534098,Ed Skrein,1983,\N
nm1589279,Emily Ratajkowski,1991,\N
nm0556453,Neil Maskell,1976,\N
nm0082052,Jan Bijvoet,1966,\N
nm0181920,James Cosmo,1948,\N
nm0000613,Joely Richardson,1965,\N
nm3806097,Amber Anderson,1992,\N
nm0098616,Michael Bott,1954,\N
nm0188568,Doña Croll,1953,\N
nm0367719,Simon Harvey,\N,\N
nm5181470,Srbo Markovic,\N,\N
nm6324143,Ethan Cosmo,\N,\N
nm1364281,Morgane Polanski,1993,\N
nm1544035,Donna Berlin,\N,\N
nm0270194,Olegar Fedoro,1958,\N
nm5148437,Robert Benedetti-Hall,\N,\N
nm5079649,Billy Cook,\N,\N
nm0164929,Noel Clarke,1975,\N
nm0363857,Frank Harper,1962,\N
nm0536461,Kate Magowan,1975,\N
nm0286044,Jamie Foreman,1958,\N
nm0020464,Doug Allen,\N,\N
nm1110435,Ray Panthaki,1979,\N
nm0793532,Andrew Shim,1983,\N
nm0371342,David Hayman,1948,\N
nm0531229,Cal MacAninch,1963,\N
nm0668698,Heather Peace,1975,\N
nm0359398,Martin Hancock,1973,\N
nm1478396,Tony Jayawardena,\N,\N
nm0318543,Joe Gilgun,1984,\N
nm0909633,Everal Walsh,\N,\N
nm3694246,Claire-Louise Catterall,\N,\N
nm2195685,Nicholas Keith,\N,\N
nm3335085,Simon Rhodes,\N,\N
nm0152082,Damian Chapa,1963,\N
nm0001963,Jesse Borrego,1962,\N
nm0000973,Benjamin Bratt,1963,\N
nm0145049,Enrique Castillo,1949,\N
nm0729582,Victor Rivers,\N,\N
nm0140033,Carlos Carrasco,1948,\N
nm0934209,Teddy Wilson,1943,1991
nm0190441,Raymond Cruz,1961,\N
nm0735538,Valente Rodriguez,1961,\N
nm0280890,Lanny Flaherty,1942,\N
nm0729060,Geoffrey Rivas,\N,\N
nm0613687,Karmin Murcelo,1947,2020
nm0301083,Jenny Gago,1952,\N
nm0893934,Noah Verduzco,1978,\N
nm0648913,Lupe Ontiveros,1942,2012
nm0005502,Michelle Trachtenberg,1985,\N
nm0935541,Mary Elizabeth Winstead,1984,\N
nm1556320,Katie Cassidy,1986,\N
nm0167028,Kristen Cloke,1968,\N
nm0522909,Yan-Kay Crystal Lowe,1981,\N
nm0005029,Oliver Hudson,1976,\N
nm0465269,Karin Konoval,1961,\N
nm0295918,Dean Friss,\N,\N
nm2244049,Robert Mann,\N,\N
nm1340738,Jessica Harmon,1985,\N
nm2086012,Leela Savasta,\N,\N
nm2400744,Kathleen Kole,\N,\N
nm2102545,Cainan Wiebe,1995,\N
nm2366862,Christina Crivici,\N,\N
nm0796941,Howard Siegel,\N,\N
nm0928731,Peter Wilds,\N,\N
nm0167340,Martin Clunes,1961,\N
nm0703225,Caroline Quentin,1960,\N
nm0038650,Leslie Ash,1960,\N
nm0607403,Neil Morrissey,1962,\N
nm0512232,Ian Lindsay,1939,\N
nm0591366,Valerie Minifie,1940,\N
nm0040573,Dave Atkins,1940,2008
nm0861027,John Thomson,1969,\N
nm0256960,Harry Enfield,1961,\N
nm0449418,Robin Kermode,1958,\N
nm0237629,Amanda Drew,1969,\N
nm0833380,Richard Strange,1951,\N
nm0233394,Peter Doran,1957,\N
nm0587106,Dido Miles,\N,\N
nm0043023,Cristina Avery,\N,\N
nm0203914,Race Davies,1962,\N
nm0638586,Simon Nye,1958,\N
nm0792277,Deborah Sheridan-Taylor,1969,\N
nm4922142,Kasper Gross,\N,\N
nm7428369,Jonas Røn Mogensen,\N,\N
nm4790738,Ruben Søltoft,1987,\N
nm1191618,Mick Øgendahl,1973,\N
nm0499600,Kirsten Lehfeldt,1952,\N
nm0369573,Niels Hausgaard,1944,\N
nm3937075,Anna Stokholm,\N,\N
nm0433697,Bodil Jørgensen,1961,\N
nm0404809,Frank Hvam,1970,\N
nm6567766,Stina Mølgaard,\N,\N
nm4995955,Anders Grau,\N,\N
nm1272418,Mia Lyhne,1971,\N
nm4948342,Jesper Ole Feit Andersen,\N,\N
nm9623969,Marius Damslev,\N,\N
nm0377580,Bjarne Henriksen,1959,\N
nm0630833,Henrik Vestergaard,1972,\N
nm0535248,Uffe Rørbæk Madsen,1961,\N
nm0091035,Kim Bodnia,1965,\N
nm0586568,Mads Mikkelsen,1965,\N
nm0027810,Rikke Louise Andersson,1972,\N
nm0179828,Liv Corfixen,1973,\N
nm0421579,Levino Jensen,\N,\N
nm0283389,Claus Flygare,1945,\N
nm0008751,Ole Abildgaard,\N,\N
nm0705788,Gordana Radosavljevic,\N,\N
nm0954108,Marko Zecewic,\N,\N
nm0954107,Dusan Zecewic,\N,\N
nm0054681,John Barimani,\N,\N
nm0403877,Ramadan Huseini,1974,\N
nm0775429,Karsten Schrøder,\N,\N
nm0488905,Sven Erik Eskeland Larsen,\N,\N
nm0461752,Troels Richter Knudsen,\N,\N
nm0895354,Søren Vestergaard,\N,\N
nm0431227,Ivan Jovanicic,\N,\N
nm0641397,Dan O'Herlihy,1919,2005
nm0272979,Jaime Fernández,1927,2005
nm0016166,Felipe de Alba,1924,2005
nm0530049,Chel López,\N,1962
nm0161657,José Chávez,1916,1988
nm0307404,Emilio Garibay,1927,1965
nm0001162,Griffin Dunne,1955,\N
nm0000275,Rosanna Arquette,1959,\N
nm0089244,Verna Bloom,1938,2019
nm0001045,Tommy Chong,1938,\N
nm0000400,Linda Fiorentino,1958,\N
nm0000414,Teri Garr,1947,\N
nm0001334,John Heard,1946,2017
nm0001507,Cheech Marin,1946,\N
nm0001573,Catherine O'Hara,1954,\N
nm0588241,Dick Miller,1928,2019
nm0001599,Will Patton,1954,\N
nm0687673,Robert Plunket,\N,\N
nm0001621,Bronson Pinchot,1959,\N
nm0803157,Rocco Sisto,1953,\N
nm0088745,Larry Block,1942,2012
nm0034519,Victor Argo,1934,2004
nm0609231,Murray Moston,1919,1998
nm0168492,John P. Codiglia,\N,\N
nm0412628,Mitsuo Iwata,1967,\N
nm0468708,Mami Koyama,1955,\N
nm0312656,Tesshô Genda,1948,\N
nm0960022,Hiroshi Ôtake,1932,\N
nm0457561,Kôichi Kitamura,1931,2007
nm0407495,Michihiro Ikemizu,1943,\N
nm0297167,Yuriko Fuchizaki,1968,\N
nm0032875,Tarô Arakawa,\N,2012
nm0476223,Takeshi Kusao,1965,\N
nm0849003,Kazumi Tanaka,1951,2007
nm0441971,Masayuki Katô,1932,1993
nm0386252,Masato Hirano,1955,\N
nm0457238,Yukimasa Kishino,\N,\N
nm0436635,Kazuhiro Kandô,\N,\N
nm0620242,Tatsuhiko Nakamura,\N,\N
nm5552683,Vander McLeod,\N,\N
nm3285985,Ban Wang,\N,\N
nm10113214,Sheng Ming He,\N,\N
nm10028090,Samuel D.T. Mackey,\N,\N
nm0631490,Bill Nighy,1949,\N
nm1289434,Emily Blunt,1983,\N
nm0342488,Rupert Grint,1988,\N
nm0000391,Rupert Everett,1959,\N
nm0040586,Eileen Atkins,1934,\N
nm0293509,Martin Freeman,1971,\N
nm0279524,Gregor Fisher,1953,\N
nm1052141,Geoff Bell,1963,\N
nm1239499,Rory Kinnear,1976,\N
nm0240375,Duncan Duff,1964,\N
nm0781476,Graham Seed,1950,\N
nm0640769,James O'Donnell,1968,\N
nm2981288,George Rainsford,\N,\N
nm0734926,Alexis Rodney,\N,\N
nm2416979,Sia Berkeley,1985,\N
nm4398314,Jenny Crosdale,\N,\N
nm1642245,Philip Battley,\N,\N
nm0195937,Neil D'Souza,\N,\N
nm4625502,Oakes Fegley,\N,\N
nm5052065,Ansel Elgort,1994,\N
nm0000173,Nicole Kidman,1967,\N
nm0942482,Jeffrey Wright,1965,\N
nm0005561,Luke Wilson,1971,\N
nm0005299,Sarah Paulson,1974,\N
nm2560618,Willa Fitzgerald,1991,\N
nm2902567,Aneurin Barnard,1987,\N
nm6016511,Finn Wolfhard,2002,\N
nm2913280,Ashleigh Cummings,1992,\N
nm3631811,Aimee Laurence,\N,\N
nm0431451,Robert Joy,1951,\N
nm0301305,Boyd Gaines,1953,\N
nm9840627,Carly Connors,\N,\N
nm3312554,Luke Kleintank,1990,\N
nm2920282,Hailey Wist,1985,\N
nm9561688,Ryan Foust,\N,\N
nm6660982,Jack DiFalco,1996,\N
nm0000168,Samuel L. Jackson,1948,\N
nm1265067,50 Cent,1975,\N
nm0004754,Jessica Biel,1982,\N
nm0696169,Brian Presley,1977,\N
nm0000207,Christina Ricci,1980,\N
nm0614877,Chad Michael Murray,1981,\N
nm0005389,Victoria Rowell,1959,\N
nm0635139,Jeffrey Nordling,1962,\N
nm0749490,Vyto Ruginis,1956,\N
nm0427389,Sam Jones III,1983,\N
nm0531762,James MacDonald,\N,\N
nm0625727,Sandra Nelson,1964,\N
nm0785193,Jack Serino,\N,\N
nm1228007,Brendan Wayne,1972,\N
nm2474641,Mohamed Zinathlah,\N,\N
nm2474630,Richard De Mayo,\N,\N
nm2474639,Kiara Johnson,\N,\N
nm2474640,H.W. Tony Anthony,\N,\N
nm1027719,Farhan Akhtar,1974,\N
nm2138653,Deepika Padukone,1986,\N
nm0438632,Ram Kapoor,1973,\N
nm0156858,Shefali Shah,\N,\N
nm1875257,Vivan Bhatena,1971,\N
nm1479650,Vipin Sharma,\N,\N
nm1244971,Yatin Karyekar,1946,\N
nm2351977,Taraana Raja,\N,\N
nm0415844,Vinay Jain,\N,\N
nm3888306,Siddhartha Gupta,\N,\N
nm3901846,Swapnel Desai,\N,\N
nm3294537,Kanchan Pagare,\N,\N
nm2240044,Brijendra Kala,\N,\N
nm3900905,Haansaa,\N,\N
nm2840127,Khyati Kanchan,\N,\N
nm3901857,Vijay Badlani,\N,\N
nm3887650,Abhay Joshi,\N,\N
nm3902056,Zafar,\N,\N
nm1465001,Mamoru Miyano,1983,\N
nm0620657,Daisuke Namikawa,1976,\N
nm0657139,Romi Park,1972,\N
nm0468711,Rikiya Koyama,1963,\N
nm0782840,Tomokazu Seki,1972,\N
nm0757007,Masato Sakai,1973,\N
nm1145982,Mamiko Noto,1980,\N
nm0476678,Houko Kuwashima,1975,\N
nm0386752,Aya Hisakawa,1968,\N
nm1679934,Nana Mizuki,1980,\N
nm1428827,Hidenobu Kiuchi,1969,\N
nm0949049,Hiroyuki Yoshino,1974,\N
nm2594314,Aya Endô,1980,\N
nm0151540,Jay Chandrasekhar,1968,\N
nm0373571,Kevin Heffernan,1968,\N
nm0529050,Elena Lyons,1973,\N
nm0599715,Dan Montgomery Jr.,1969,\N
nm0717077,Tanja Reichert,1980,\N
nm0269542,Nat Faxon,\N,\N
nm0915919,Michael Weaver,1971,\N
nm0951008,Michael Yurchak,1971,\N
nm0480465,Jordan Ladd,1975,\N
nm0199590,Brittany Daniel,1976,\N
nm0673270,Richard Perello,\N,\N
nm0501399,Steve Lemme,1968,\N
nm0815418,Paul Soter,1969,\N
nm0831479,Erik Stolhanske,1968,\N
nm0697010,Lindsay Price,1976,\N
nm1333193,Julio Bekhor,1978,\N
nm0996651,Greg Cipes,1980,\N
nm11456308,Vachirawit Chivaaree,1997,\N
nm11456309,Metawin Opas-Iamkajorn,\N,\N
nm10802728,Chinnarat Siriphongchawalit,\N,\N
nm10824140,Sivakorn Lertchoochot,\N,\N
nm11456310,Pluem Pongpisal,\N,\N
nm11456312,Thanawat Rattanakitpaisan,\N,\N
nm11456311,Chayakorn Jutamas,\N,\N
nm10389493,Sattabut Laedeke,\N,\N
nm8298377,Korawit Boonsri,\N,\N
nm10389492,Thanatsaran Samthonglai,\N,\N
nm8712115,Jirakit Kuariyakul,\N,\N
nm8712110,Chanagun Arpornsutinan,\N,\N
nm11456315,Pornnappan Pornpenpipat,\N,\N
nm10527885,Pattranite Limpatiyakorn,\N,\N
nm11456314,Rachanun Mahawan,\N,\N
nm11456313,Phakjira Kanrattanasoot,\N,\N
nm11544577,Chalongrat Novsamrong,\N,\N
nm10824141,Chanunphat Kamolkiriluck,\N,\N
nm0001451,Queen Latifah,1970,\N
nm1745736,Paula Patton,1975,\N
nm0681782,James Pickens Jr.,1954,\N
nm0711118,Phylicia Rashad,1948,\N
nm0000427,Pam Grier,1949,\N
nm0022306,Laz Alonso,1974,\N
nm1419635,Mehcad Brooks,1980,\N
nm2184649,Dwight Howard,1985,\N
nm1862367,Dwyane Wade,1982,\N
nm2137724,Rashard Lewis,1979,\N
nm3881756,Bobby Simmons Jr.,\N,\N
nm0741448,Jalen Rose,1973,\N
nm3054044,Rajon Rondo,1986,\N
nm0016548,Marv Albert,1941,\N
nm1865364,Mike Fratello,1947,\N
nm1369568,Kenny Smith,1965,\N
nm0063502,Scott Beach,1931,1996
nm0006837,Bill Melendez,1916,2008
nm1313065,Daniel Anderson,\N,\N
nm1313870,Casey Carlson,\N,\N
nm0612111,Debbie Muller,\N,\N
nm0666647,Patricia Patts,1967,\N
nm1315521,Laura Planting,1966,\N
nm1316796,Arrin Skelley,1966,\N
nm1313651,Annalisa Bortolin,1968,\N
nm3175482,Roseline Rubens,1935,\N
nm3175159,Pascale de Barolet,\N,\N
nm0443313,Gorden Kaye,1941,2017
nm0798819,Carmen Silvera,1922,2002
nm0585053,Vicki Michelle,1950,\N
nm0549424,Richard Marner,1921,2004
nm0366983,Kim Hartman,1952,\N
nm0801838,Guy Siner,1947,\N
nm0177457,Kirsten Cooke,1952,\N
nm0317159,Richard Gibson,1954,\N
nm0384641,Rose Hill,1914,2003
nm0098284,Arthur Bostrom,1955,\N
nm0172412,John D. Collins,1942,\N
nm0291127,Nicholas Frankau,1954,\N
nm0543848,John Louis Mansi,1926,2010
nm0388111,Sue Hodge,1957,\N
nm0175427,Kenneth Connor,1918,1993
nm0591678,Hilary Minster,1944,1999
nm0354076,Jack Haig,1913,1989
nm0724098,Gavin Richards,1946,\N
nm0000747,Don Ameche,1908,1993
nm0405054,Martha Hyer,1924,2014
nm0330629,Susan Gordon,1949,2011
nm0001248,Zsa Zsa Gabor,1917,2016
nm0715582,Maxwell Reed,1919,1974
nm0179819,Wendell Corey,1914,1968
nm0368516,Signe Hasso,1915,2002
nm0496819,Anna Lee,1913,2004
nm0376609,Steffi Henderson,\N,1967
nm0179341,Kelly Corcoran,1958,2002
nm0164364,Paulle Clark,\N,\N
nm0870548,Marlene Tracy,\N,\N
nm0641114,Monty O'Grady,1916,2000
nm0768538,Jeffrey Sayre,1900,1974
nm0792561,Robert Sherman,1926,1997
nm1981893,Riz Ahmed,1982,\N
nm0684877,Billie Piper,1982,\N
nm2353331,James Krishna Floyd,\N,\N
nm2685264,Cush Jumbo,1985,\N
nm0786022,Roshan Seth,1942,\N
nm5983049,Hannah Rae,1997,\N
nm3379444,Antonio Aakeel,\N,\N
nm9252464,Reiss Kershi,\N,\N
nm0716490,Vincent Regan,1965,\N
nm0916073,Danny Webb,1958,\N
nm0390326,Ram John Holder,1934,\N
nm5072010,Damson Idris,1991,\N
nm1036127,Branko Tomovic,1980,\N
nm4737043,George Sargeant,1997,\N
nm0796502,Alexander Siddig,1965,\N
nm5642482,Charlotte Dylan Blake,\N,\N
nm5551185,Rizwan Shebani,\N,\N
nm3888029,Gino Picciano,\N,\N
nm0267511,Sean Faris,1982,\N
nm0756839,James Saito,1955,\N
nm0465664,Thomas Kopache,1945,\N
nm0488839,Liz Larsen,1959,\N
nm1478067,Frank Deal,1958,\N
nm3261682,Ryan Farrell,1981,\N
nm1372232,Paul Teutul Sr.,1949,\N
nm1334752,Kimberley Locke,1978,\N
nm1896336,Cayleb Long,\N,\N
nm0926355,Sewell Whitney,\N,\N
nm3560823,Leanna Tallmeister,\N,\N
nm0397902,Tracy Howe,\N,\N
nm4882054,Salma Shaw,\N,\N
nm0438281,Jonathan C. Kaplan,1980,\N
nm1788789,Bern Cohen,\N,\N
nm2599188,Seth Kirschner,\N,\N
nm1040814,Leslie Marshall,\N,\N
nm0000288,Christian Bale,1974,\N
nm0136797,Steve Carell,1962,\N
nm0331516,Ryan Gosling,1980,\N
nm0000093,Brad Pitt,1963,\N
nm5647921,Rudy Eisenzopf,\N,\N
nm2517511,Casey Groves,\N,\N
nm0847857,Charlie Talbert,1978,\N
nm4000521,Harold Gervais,\N,\N
nm8770973,Maria Frangos,\N,\N
nm3363398,Hunter Burke,\N,\N
nm0387900,Bernard Hocke,\N,\N
nm2754773,Shauna Rappold,\N,\N
nm1975871,Brandon Stacy,1982,\N
nm5583008,Aiden Flowers,2004,\N
nm0258523,Peter Epstein,\N,\N
nm0545008,Anthony Marble,\N,\N
nm0178385,Silas Cooper,1960,\N
nm4747279,Leslie Castay,1963,\N
nm1670137,Georgie Henley,1995,\N
nm4442319,Kara Hayward,1998,\N
nm0193879,Willa Cuthrell,\N,\N
nm4609822,Olivia DeJonge,1998,\N
nm0671980,Kal Penn,1977,\N
nm0292182,Laura Fraser,1975,\N
nm1675596,Gary Wilmes,\N,\N
nm0400223,Neal Huff,\N,\N
nm6386589,Hudson Yang,2003,\N
nm1559194,Louis Ozawa,\N,\N
nm2367353,Morgan Turner,1999,\N
nm5351869,Juliana Sass,\N,\N
nm5420263,Evan Kuzma,\N,\N
nm0144232,Orlagh Cassidy,\N,\N
nm2655834,Deema Aitken,\N,\N
nm2780564,Harry L. Seddon,\N,\N
nm5992262,Quinn Baganz,\N,\N
nm1125288,Brian Berrebbi,1978,\N
nm0000032,Charlton Heston,1923,2008
nm0001018,Keith Carradine,1949,\N
nm0001113,Brad Davis,1949,1991
nm0002128,Tess Harper,1950,\N
nm0737257,Wayne Rogers,1933,2015
nm0000649,Paul Sorvino,1939,\N
nm0005481,Victoria Tennant,1950,\N
nm0001850,Billy Dee Williams,1937,\N
nm0809031,Lane Smith,1936,2005
nm0122238,Leo Burmester,1944,2007
nm0435260,Kaiulani Lee,1950,\N
nm0625645,Novella Nelson,1939,2017
nm0132517,J. Kenneth Campbell,1947,\N
nm0376467,James Brown Henderson,\N,\N
nm0728132,Leon Rippy,1949,\N
nm0446780,Paula Kelly,1942,2020
nm0000418,Danny Glover,1946,\N
nm0000008,Marlon Brando,1924,2004
nm0000633,Tom Selleck,1945,\N
nm0004248,Georges Corraface,1952,\N
nm0001829,Rachel Ward,1957,\N
nm0001108,Robert Davi,1951,\N
nm0001876,Catherine Zeta-Jones,1969,\N
nm0183122,Oliver Cotton,1944,\N
nm0001125,Benicio Del Toro,1967,\N
nm0140649,Mathieu Carrière,1950,\N
nm0207458,Manuel de Blas,1941,\N
nm0334426,Glyn Grain,\N,\N
nm0347423,Peter Guinness,1950,\N
nm0856050,Nigel Terry,1945,2015
nm0789337,Nitzan Sharron,1977,\N
nm0366889,Steven Hartley,1960,\N
nm0088372,Hugo Blick,1965,\N
nm2003877,Nigel Harrison,\N,\N
nm0402757,Christopher Hunter,\N,\N
nm0001494,Ralph Macchio,1961,\N
nm0784171,Joe Seneca,1919,1996
nm0000415,Jami Gertz,1965,\N
nm0608012,Joe Morton,1947,\N
nm0431866,Robert Judd,\N,1986
nm0005518,Steve Vai,1960,\N
nm0513731,Dennis Lipscomb,1942,2014
nm0001013,Harry Carey Jr.,1921,2012
nm0359379,John Hancock,1941,1992
nm0033458,Allan Arbus,1918,2013
nm0658252,Gretchen Palmer,1961,\N
nm0266802,Al Fann,1925,2018
nm0853321,Wally Taylor,1930,2012
nm0750913,Tim Russ,1956,\N
nm0232160,Tom Donaldson,\N,\N
nm0453243,Guy Killum,1962,\N
nm0124333,Akosua Busia,1966,\N
nm0909624,Edward Walsh,1928,1997
nm0000661,Donald Sutherland,1935,\N
nm0042106,Tina Aumont,1946,2006
nm0114978,Cicely Browne,1920,\N
nm0769273,Carmen Scarpitta,1933,2008
nm0019342,Clara Algranti,\N,\N
nm0309778,Daniela Gatti,\N,\N
nm0166182,Margareth Clémenti,\N,\N
nm0137585,Olimpia Carlisi,1946,\N
nm0299255,Silvana Fusacchia,\N,\N
nm0604553,Chesty Morgan,1937,\N
nm0518056,Leda Lojodice,1943,\N
nm0021031,Sandra Elaine Allen,1955,2008
nm0738275,Clarissa Mary Roll,\N,\N
nm0256399,Daniel Emilfork,1924,2006
nm0955029,Luigi Zerbinati,\N,\N
nm0208872,Hans van de Hoek,1929,2007
nm0439570,John Karlsen,1919,2017
nm2230865,Ashley Greene,1987,\N
nm1423955,Lucy Hale,1989,\N
nm0386472,Emile Hirsch,1985,\N
nm0751638,James Russo,1953,\N
nm2441012,Jake Cannavale,1995,\N
nm2583626,Greg Finley,1984,\N
nm12797105,Michael Heidemann,\N,\N
nm1157053,Jeremy Luke,1978,\N
nm0488095,Vincent Laresca,1974,\N
nm0226195,Bo Dietl,\N,\N
nm2501583,Kaleina Cordova,\N,\N
nm6776536,George V. Andreakos,\N,\N
nm4393120,Aaron Ronnie Almani,1980,\N
nm1208065,Sid Rosenberg,\N,\N
nm9447062,Darren Weiss,\N,\N
nm2131698,Josh Megdell,\N,\N
nm0000659,Barbra Streisand,1942,\N
nm0001719,George Segal,1934,2021
nm0458951,Robert Klein,1942,\N
nm0307255,Allen Garfield,1939,2020
nm0446840,Roz Kelly,1942,\N
nm0762416,Jacques Sandulescu,1928,2010
nm0543291,Jack Manning,1916,2009
nm0138792,Grace Carney,1911,2009
nm0030713,Barbara Anson,1936,2012
nm0150976,Kim Chan,1917,2008
nm0332014,Stan Gottlieb,\N,\N
nm0257552,Joe Madden,1892,1979
nm0764654,Fay Sappington,1906,1984
nm0001032,Marilyn Chambers,1952,2009
nm0010553,Ken Adam,1921,2016
nm0040662,Tom Atkins,1935,\N
nm0058972,Dominic Barto,1930,2019
nm0117231,Stan Bryant,1938,\N
nm0001376,Isabelle Huppert,1953,\N
nm0471079,Lisa Kreuzer,1945,\N
nm0865557,Can Togay,1955,\N
nm0770406,Fritz Schediwy,1943,2011
nm0058537,Isolde Barth,1948,\N
nm0777617,Libgart Schwarz,1941,\N
nm1021770,Elisabeth Krejcir,\N,\N
nm0449489,Peter Kern,1949,2015
nm0238103,Jenny Drivala,\N,\N
nm1304898,Wiebke Frost,1966,\N
nm0150543,Lolita Chammah,1983,\N
nm1305483,David Philipp Kotai,\N,\N
nm1306420,David Salomonowitz,\N,\N
nm0611006,Andre Mueller,\N,\N
nm1305278,Kinskim Idl Graf,\N,\N
nm1304675,Gerhild Didusch,\N,\N
nm0772625,Sabine Schmeller,\N,\N
nm0591485,Liza Minnelli,1946,\N
nm0000926,Milton Berle,1908,2002
nm0002121,Margaret Hamilton,1902,1985
nm0076453,Herschel Bernardi,1923,1986
nm0285818,Paul Ford,1901,1976
nm0502651,Jack E. Leonard,1911,1973
nm0001489,Paul Lynde,1926,1982
nm0581062,Ethel Merman,1908,1984
nm0001682,Mickey Rooney,1920,2014
nm0828715,Risë Stevens,1913,2013
nm0858683,Danny Thomas,1912,1991
nm0000305,Mel Blanc,1908,1989
nm0268428,Dal McKennon,1919,2009
nm0832415,Larry Storch,1923,\N
nm0001070,Bill Cosby,1937,\N
nm0935653,Ray Winstone,1957,\N
nm0001426,Ben Kingsley,1943,\N
nm0714985,Amanda Redman,1957,\N
nm0289038,James Fox,1939,\N
nm0447576,Cavan Kendall,1942,1999
nm0925031,Julianne White,\N,\N
nm0598192,Álvaro Monje,1986,\N
nm0040517,Robert Atiko,\N,\N
nm0651405,Nieves del Amo Oruet,\N,\N
nm0264700,Enrique Alemán Fabrega,\N,\N
nm0056768,Gérard Barray,1931,\N
nm0708672,José Maria Cano Ramos,\N,\N
nm0258605,Desirée Erasmus,\N,\N
nm0613078,Santiago Frias Munoz,\N,\N
nm0380000,José Hernández,\N,\N
nm0380534,Ana Maldonado Herreria,\N,\N
nm0524075,Andy Lucas,\N,\N
nm0731068,Elizabeth Roberts,\N,\N
nm0000344,Denise Crosby,1957,\N
nm3834046,Arman Darbo,\N,\N
nm5995959,Chloe Perrin,\N,\N
nm0262125,Treva Etienne,1965,\N
nm1781213,Matty Cardarople,1983,\N
nm0226326,Eileen Dietz,1944,\N
nm5028287,Spencer Watson,\N,\N
nm10829638,Daniel Martin,\N,\N
nm1198360,David Baumgartner,\N,\N
nm10829403,Rafael Velasquez,\N,\N
nm1732080,Doua Moua,1962,\N
nm1226847,Van Ayasit,\N,\N
nm10829640,Rachel Pearre,\N,\N
nm10829641,Grady Seymour,\N,\N
nm10829642,Gulya Bibol,\N,\N
nm1696695,Grace Shen,\N,\N
nm0089408,Lisa Blount,1957,2010
nm0542853,Leonard Mann,1947,\N
nm0000714,Willie Aames,1960,\N
nm0109175,Richard Bright,1937,2006
nm0077720,Michael Berryman,1948,\N
nm0005113,Eriq La Salle,1962,\N
nm0864081,Gabriele Tinti,1932,1991
nm0287179,Valentina Forte,\N,\N
nm0825952,John Steiner,1941,\N
nm0000947,Karen Black,1939,2013
nm0536298,Barbara Magnolfi,1955,\N
nm0053230,Luca Barbareschi,1956,\N
nm0114417,Penny Brown,1941,\N
nm0207794,Carlos de Carvalho,\N,\N
nm0268371,Edward Farrelly,\N,\N
nm0217260,Ottaviano Dell'Acqua,1954,\N
nm0219959,Ruggero Deodato,1939,\N
nm0604742,Jeffrey Dean Morgan,1966,\N
nm0387319,Josie Ho,1974,\N
nm0001709,Til Schweiger,1963,\N
nm0001208,Miguel Ferrer,1955,2017
nm0000666,Lili Taylor,1967,\N
nm0546797,Mark Margolis,1939,\N
nm0000620,Mickey Rourke,1952,\N
nm0003861,David Jensen,1952,\N
nm1683193,Andrea Frankle,\N,\N
nm0427793,Clyde Risley Jones,\N,\N
nm3918467,Lily Solange Hewitt,\N,\N
nm1856236,Annalaina Marks,1983,\N
nm4042334,Lance J. Guidry,\N,\N
nm0715788,Randal Reeder,1971,\N
nm5534310,John McConnell,\N,\N
nm0033165,Michael Arata,1966,\N
nm6489723,Joe Williams,\N,\N
nm0589463,Tracy Miller,\N,\N
nm0000188,Steve Martin,1945,\N
nm0732309,Laila Robins,1959,\N
nm0571106,Michael McKean,1947,\N
nm0000102,Kevin Bacon,1958,\N
nm0048414,Dylan Baker,1959,\N
nm0115433,Carol Bruce,1919,2007
nm0122466,Olivia Burnette,1977,\N
nm0235022,Diana Douglas,1923,2015
nm0274684,Martin Ferrero,1947,\N
