nconst,primaryName,birthYear,deathYear
nm0561664,Bob Maxwell,1924,2002
nm0100280,Nathalie Boutefeu,1968,\N
nm8654895,Shyrelle Maï Yvart,\N,\N
nm4126705,Ryan Nicolls,\N,\N
nm9637383,Lynn Norris,\N,\N
nm0163303,Georges Claisse,1941,2021
nm6945394,Etienne Guillou-Kervern,\N,\N
nm3864922,Olimpia Melinte,1986,\N
nm3005436,Bruce,\N,\N
nm0111052,Marvin Brody,1925,2001
nm0133758,Nino Candido,1943,2008
nm1711097,Lonnie Fotre,\N,\N
nm3606427,Atharvaa Murali,\N,\N
nm10584760,Mirnalini Ravi,\N,\N
nm0030280,Annapoorna,\N,\N
nm8675856,Vamsee Chaganti,\N,\N
nm11879780,Manjusha Chivukula Krishna,\N,\N
nm3760562,Prasanna Kumar,\N,\N
nm2217035,Gururaj Manepalli,\N,\N
nm10538042,Bhaskar Manyam,\N,\N
nm1482809,Bob Griffin,\N,\N
nm0454865,Jim King,\N,\N
nm0845172,Sandra Sánchez,\N,\N
nm0841781,Ed Swanson,\N,\N
nm0213986,Patricia DeCou,1934,2007
nm0556844,Mark Mason,\N,\N
nm0356492,Susie Gooch,\N,\N
nm1970489,Alexandra Williams,\N,\N
nm3215690,Kristina Shannon,1989,\N
nm3216903,Karissa Shannon,1989,\N
nm1574897,John Prudhont,1967,\N
nm4192413,Ruby Corley,\N,\N
nm3739177,Maryna Linchuk,1987,\N
nm4191993,Meghan Collison,\N,\N
nm4192337,Jessica Miller,\N,\N
nm1461272,Renée Roca,\N,\N
nm0368596,Lauren Hastings,1984,\N
nm0256704,Bella Enahoro,\N,\N
nm0418379,Samantha Womack,1972,\N
nm0244911,Joe Duttine,1970,\N
nm0483679,Nicholas Lamont,\N,\N
nm0751005,Ashley Russell,\N,\N
nm0571329,Alison McKenna,\N,\N
nm0514476,Derren Litten,1969,\N
nm0823276,Timothy Stark,1970,\N
nm0104102,Vladimir Brajovic,\N,\N
nm0738016,Betty Roland,\N,\N
nm0127875,Raul Cabrera,\N,\N
nm0805538,Piotr Stanislas,1952,\N
nm0664207,Antonio Passalia,1926,2016
nm0755486,Kathy Sadik,\N,\N
nm0522232,Laurence Lovall,\N,\N
nm0037120,Angelo Arquilla,\N,\N
nm0410016,Dominique Irissou,\N,\N
nm0036746,Marie-Noëlle Arnoult,\N,\N
nm0223410,Silvie Dezabauneix,\N,\N
nm0516242,Vincent Lo Monaco,\N,\N
nm0501056,Jean-Pierre Lemaire,\N,\N
nm0077318,Nathalie Berreby,\N,\N
nm0740370,Heather Roop,1976,\N
nm0340423,Paulina Gretzky,1988,\N
nm6891141,Christine Gautier,\N,\N
nm10758456,Ludovic Torrent,\N,\N
nm11778432,Guillaume Mattera,\N,\N
nm13142755,Jean-Paul Fabre,\N,\N
nm7161196,Jean-Michel Ricart,\N,\N
nm11778433,Alain Boitel,\N,\N
nm13142756,Thierry Nou,\N,\N
nm13142757,Jeannine Dufour,\N,\N
nm4681438,Alexis Orlandini,\N,\N
nm13142758,Nathalie Bravo,\N,\N
nm13142759,Christophe Molins,\N,\N
nm13142760,Grégory Segala,\N,\N
nm10529739,Christine Gaillard,\N,\N
nm13142761,Corinne Devoghelaere,\N,\N
nm13142762,Rosario Lacoste,\N,\N
nm13142763,Lucas Dagneaux,\N,\N
nm9990499,Shelby Cobb,\N,\N
nm10295007,Sarah Schueler,\N,\N
nm9520825,MWW Michael Wilkerson,\N,\N
nm8194913,Faith Stowers,\N,\N
nm10689783,Bradford Norris,\N,\N
nm13291430,Brad Mintun,\N,\N
nm6074326,Chris Witaske,\N,\N
nm7210025,Maria Bakalova,1996,\N
nm3304457,Nick Kocher,\N,\N
nm13117756,Galen Hopper,\N,\N
nm5731353,Seth Dousman,1988,\N
nm2204678,Max Lesser,\N,\N
nm7601275,Jodonna Gaines,\N,\N
nm4744180,Audrey Reid Couch,\N,\N
nm1581591,Paul Rolfes,\N,\N
nm1490446,Steven Roten,\N,\N
nm0171326,Michael Coles,1934,2005
nm0028628,David Andrews,1935,\N
nm0527517,Constance Luttrell,1891,1983
nm0198483,Michael Daly,\N,\N
nm0606367,Artro Morris,1926,2014
nm0724616,Jo Richardson,\N,1976
nm0103988,Penny Brahms,1951,\N
nm1772637,Hassam Ghancy,\N,\N
nm0650970,Mehdi Ortelsberg,1989,\N
nm2710167,Abdelkader Aizzoune,\N,\N
nm1152574,Mohamed Choubi,\N,\N
nm0716766,Farid Regragui,\N,\N
nm2216294,Habib Hamdane,\N,\N
nm4428945,Charlie Kilgore,\N,\N
nm4441837,Andreas Sheikh,\N,\N
nm5048308,Robert Hadlock,\N,\N
nm2267596,L.J. Foley,\N,\N
nm0185018,Frances Cox,1913,2002
nm0385548,Madge Hindle,1938,\N
nm0182992,Helen Cotterill,1939,\N
nm0877899,Teddy Turner,1917,1992
nm0823307,Alan Starkey,1931,2003
nm2146004,Prudence Beers,1895,1983
nm0141275,Kit Carson,1909,1978
nm0275981,Karin Field,1944,\N
nm0287891,Cihangir Gaffari,1942,\N
nm0658687,Rosa Palomar,\N,\N
nm0593107,Aleta Mitchell,\N,\N
nm0336034,Fred Gratton,\N,\N
nm0227959,Dionisio,\N,\N
nm0114473,Ray Brown,\N,\N
nm0330064,Carl Gordon,1932,2010
nm0779429,Ken Scott,1928,1986
nm0280186,Brendan Fitzgerald,\N,\N
nm0095490,Brendon Boone,1938,\N
nm0727849,Christopher Riordan,1937,\N
nm2921197,Johannes Holopainen,\N,\N
nm0758727,Kreeta Salminen,\N,\N
nm0457877,Inka Kallén,1981,\N
nm3663897,Jaakko Ohtonen,\N,\N
nm10234612,Saimi Räty,\N,\N
nm1288659,Hannes Suominen,1981,\N
nm0904907,Tuula Väänänen,1958,\N
nm1533945,Timo Pesonen,\N,\N
nm10234600,Karim Rapatti,\N,\N
nm0351852,Heli Haapalainen,1967,\N
nm10234610,Moona Komulainen,\N,\N
nm10234611,Essi Karjalainen,\N,\N
nm7207007,Rosa Honkonen,\N,\N
nm10055028,Eelis Saurio,\N,\N
nm0404722,Justine Huxley,\N,\N
nm0927765,Barry Wiggins,1954,\N
nm1211596,Kimiko Saitô,1977,\N
nm0876185,Dick Tufeld,1926,2012
nm0607535,Patricia Morrow,1944,\N
nm0486742,Paul Langton,1913,1980
nm0779129,Evelyn Scott,1915,2002
nm1085779,Min-jong Kim,1971,\N
nm1695001,Shin Seung-hwan,\N,\N
nm8656682,Ryu Won,\N,\N
nm0038099,Nina Arvesen,1961,\N
nm0053256,Nick Barbaro,\N,\N
nm0107453,Barry Brenner,\N,\N
nm0262277,Corey Michael Eubanks,\N,\N
nm0331139,William J. Gorman,\N,\N
nm0452822,Natalie B. Kikkenborg,\N,\N
nm0695500,Lauren Pratt,\N,\N
nm0155298,Lauren Chen,\N,\N
nm0864909,Ellen Tobie,\N,\N
nm0498121,Robert C. Lee,\N,\N
nm0924540,Bradley White,\N,\N
nm0195799,Valeria D'Obici,1944,\N
nm0539081,Paolo Malco,1947,\N
nm0696531,Alessandro Prete,1975,\N
nm0194414,Eva Czemerys,1940,1996
nm0694860,Moana Pozzi,1961,1994
nm0409370,Pino Insegno,1959,\N
nm2495675,Connie Jo Sechrist,\N,\N
nm4436837,Jarrid Masse,\N,\N
nm5775400,Eric Delgado,\N,\N
nm7697417,Jumarcus Mason,\N,\N
nm2540932,Yaz Canli,\N,\N
nm8265210,Marshall Leming,\N,\N
nm11834641,Brad Rippetoe,\N,\N
nm11834642,Christina Semann,\N,\N
nm11834643,Michael Murphy,\N,\N
nm0899890,Milly Vitale,1933,2006
nm0782427,Lea Seidl,1895,1987
nm0274671,Anna Maria Ferrero,1935,2018
nm0187132,Patrick Crean,1912,2003
nm0687573,Flora Plumb,1944,2018
nm0418961,Renne Jarrett,1946,\N
nm4241965,Sarah Jaffe,\N,\N
nm0950969,Addie Yungmee,\N,\N
nm1902271,David De Simone,1959,2006
nm1828325,Mam Smith,\N,\N
nm0869842,Stef Tovar,\N,\N
nm1671787,Tricia Small,\N,\N
nm1988524,Paul A. Hicks,\N,\N
nm1100419,Jeff Sugarman,\N,\N
nm0008813,Andrew Ableson,\N,\N
nm1993774,Amy Lemons,1981,\N
nm0121846,Robert Sean Burke,\N,\N
nm1563343,Ronald Drewes,\N,\N
nm0577971,Maggie Mellin,\N,\N
nm0395685,Tony Horton,1958,\N
nm0865195,Jesse Todd,\N,\N
nm0382771,Erin Hicock,\N,\N
nm1716737,Julian Cain,1984,\N
nm0524491,Steve Lucescu,\N,\N
nm0683892,Craig A. Pinckes,1966,\N
nm11951633,Lei Wu,\N,\N
nm11951634,Shen Dawei,\N,\N
nm5597532,Hu Yi,\N,\N
nm11951772,Zhou Shuai,\N,\N
nm11951752,Zhang Qi,\N,\N
nm6834285,Xu Xiang,\N,\N
nm11951751,Liu Beichen,\N,\N
nm11951843,Qin Ziyi,\N,\N
nm11951841,Wu Qiuyun,\N,\N
nm1812988,Linda Kee,\N,\N
nm2428071,Enrique Mitchell,\N,\N
nm9460872,Gerard Torres,\N,\N
nm2292218,Darío Loureiro,\N,\N
nm5969653,Miguel Herrán,1996,\N
nm13163408,Joaquín González,\N,\N
nm0350044,Daniel Guzmán,1983,\N
nm13486367,Esther Álvarez,\N,\N
nm11465567,Brenda González,\N,\N
nm13486368,Chema González,\N,\N
nm1197172,Paco Churruca,\N,\N
nm0918573,Benjamin Weir,\N,\N
nm0262495,Ed Evanko,1941,2018
nm0132260,Bruce Campbell,\N,2005
nm0773702,Angela Schneider,\N,\N
nm0483351,Heath Lamberts,1941,2005
nm0830470,Joey Stinson,\N,\N
nm0043699,Jim Aycock,1959,\N
nm0704276,Everett Quinton,\N,\N
nm1378595,Ed White,1947,2004
nm0856105,Terrylene,1967,\N
nm9992659,Daniar Alshinov,\N,\N
nm2662146,Karina Arutyunyan,\N,\N
nm10550468,Anatolii Panchenko,1993,\N
nm0581711,Jarreth J. Merz,1970,\N
nm4662933,Samal Yeslyamova,1984,\N
nm2992064,Eric Raymond Lim,1985,\N
nm4086193,Oleg Levin,1973,\N
nm10620843,Xuemeng Li,\N,\N
nm1758763,Chike Chan,1974,\N
nm4267432,Rob Feldman,1991,\N
nm0699117,Heydon Prowse,1981,\N
nm0189349,Laura Crossley,1979,\N
nm0384749,Valerie Hill,\N,\N
nm0681815,Andrea Pickering,\N,\N
nm0604289,Peter Moreton,1968,\N
nm0819618,Arthur Spreckley,1915,2002
nm0802189,Parsan Singh,\N,\N
nm0656160,Eileen Page,\N,\N
nm0831503,David Stoll,1922,2012
nm0021088,Tabatha Allen,\N,\N
nm8469571,Alex Jade,\N,\N
nm0223565,Sonia Dhillon Tully,\N,\N
nm0335418,Glen Grant,\N,\N
nm1799506,Valérie Descheneaux,\N,\N
nm6675401,Lyndsey Britten,\N,\N
nm8229116,Isaiah Kolundzic,\N,\N
nm3944106,Farhang Ghajar,\N,\N
nm6919532,Tony Kim,\N,\N
nm5108844,Anmol Kareer,\N,\N
nm3362812,Neion George,\N,\N
nm0570551,John McIndoe,1948,\N
nm0489379,Wayne Laryea,1952,\N
nm0680968,John Philpott,1949,\N
nm0254750,Caroline Ellis,1950,\N
nm1632715,Lisa Lynds,\N,\N
nm2068251,Darrell James,\N,\N
nm0404361,Joshua Farrell,\N,\N
nm1122725,Kirk Larsen,\N,\N
nm0049261,Sadler Colley Bakst,1986,\N
nm0269793,Ron Fazio,\N,\N
nm0499294,Phoebe Legere,1963,\N
nm0022658,John Altamura,\N,2018
nm0438328,Michael J. Kaplan,\N,\N
nm0308796,Bonnie Garvin,\N,\N
nm1808282,Karen King,\N,\N
nm1269338,Dee Dee Mancuso,\N,\N
nm0651710,Melissa Osborne,\N,\N
nm0923997,Helen Wheels,1949,2000
nm0805036,Raven Skye,\N,\N
nm0031384,Fernando Antonio,\N,\N
nm0184482,Sylvester Covin,\N,\N
nm1626854,Shaun Paul Piccinino,\N,\N
nm1991527,David Beatty,\N,\N
nm0540500,Randal Malone,1959,\N
nm4630879,Sierra Barsuglia,\N,\N
nm1888460,Zan Alda,1987,\N
nm2436157,Diane Baldwin,1983,\N
nm3342233,Jamie Bohannon,\N,\N
nm2611676,Jeff Bower,\N,\N
nm6522525,Ethan Bradfield,\N,\N
nm10481016,Adrienne Loosemore,\N,\N
nm8468582,Eric Hunter,\N,\N
nm9899281,Pj Hawx,\N,\N
nm3955070,Raymond Rehage,\N,\N
nm8040684,Raquel Dominguez,\N,\N
nm5215760,Laura James,\N,\N
nm5154700,Noah James,\N,\N
nm5033619,Bethany Walls,\N,\N
nm12237448,Kane Lim,\N,\N
nm6035288,Riley Dandy,\N,\N
nm0122591,Bob Burns,1935,\N
nm0050250,Richard Balin,1940,\N
nm0346893,Ann Morgan Guilbert,1928,2016
nm0000839,Ina Balin,1937,1990
nm0682389,Jill Pierce,\N,\N
nm0409853,Cynthia Ireland,1968,\N
nm0958770,Jahi J.J. Zuri,\N,\N
nm0924755,Earl White,\N,\N
nm0032084,Jozef Apolen,\N,\N
nm0558333,Peter Mates,\N,\N
nm0417296,Peter Janac,\N,\N
nm0707385,Martin Rajec,\N,\N
nm0466140,Robert Kordos,\N,\N
nm0218571,Rasto Demko,\N,\N
nm0237947,Richard Drinka,\N,\N
nm0432876,Valer Jurcak,\N,\N
nm0276442,Jole Fierro,1926,1988
nm0885474,Máximo Valverde,1944,\N
nm0408246,Francesco Impeciati,\N,\N
nm0211467,Luigi De Santis,\N,\N
nm0869430,Carlo Totti,\N,\N
nm0194969,Maria D'Alessandro,\N,\N
nm0129116,Arnaldo Caivano,\N,\N
nm2818952,Diala Caruso,\N,\N
nm0812830,Wolfango Soldati,\N,\N
nm8291099,Lia Frankland,\N,\N
nm1347813,Gameela Wright,\N,\N
nm6970018,Stormy Ent,\N,\N
nm7236209,Maddie Dixon-Poirier,2005,\N
nm8505238,Bella Star Choy,\N,\N
nm10020644,Dominic Good,\N,\N
nm3340567,Joshua Pak,\N,\N
nm8717471,Jess Tolon,\N,\N
nm5559763,Hans Potter,\N,\N
nm7858553,Sarah Lindsay,\N,\N
nm2179918,Joe Zanetti,\N,\N
nm2795916,Emily Jackson,\N,\N
nm0640476,Paul Vincent O'Connor,\N,\N
nm1142776,Petra Sprecher,1973,\N
nm2504490,Vanya Asher,1985,\N
nm1712607,M.D. Walton,\N,\N
nm0693837,Laleh Pourkarim,1982,\N
nm0267243,Jan Fares,1948,\N
nm0375246,Sofi Helleday,1968,\N
nm0259312,Benyam Eriksson,\N,\N
nm0267246,Khatoun Fares,\N,\N
nm0267238,Abdulahad Fares,\N,\N
nm0137362,Ingemar Carlehed,1945,\N
nm0326221,Harry Goldstein,1950,2009
nm0027843,Tommy Andersson,1962,2013
nm0280735,Christer Fjällström,1948,\N
nm0848691,Jakob Tamm,\N,\N
nm0267239,Caroline Fares,\N,\N
nm0910825,Lucy Wanes,\N,\N
nm0196886,Anders Dahl,1973,\N
nm1989245,Yui Makino,1986,\N
nm11671687,Amane Shindou,\N,\N
nm10210606,Takumu Miyazono,\N,\N
nm5442863,Syuta Morishima,\N,\N
nm9268700,Aimi,\N,\N
nm2477386,Scott Hoffman,\N,\N
nm7279652,Kaitlyn Hiller,\N,\N
nm4218305,Taylor Vale,\N,\N
nm3881952,Mary Paolino,\N,\N
nm1872558,Evan Leone,\N,\N
nm5716190,Jeffrey Alan Solomon,\N,\N
nm0719355,Sal Rendino,\N,\N
nm0049138,Michael Bakkensen,1974,\N
nm2142229,Mike Messier,\N,\N
nm4057289,Christine Altan,\N,\N
nm7312040,Ada Lupu,1991,\N
nm1741759,Catalin Babliuc,1983,\N
nm1617888,Ozana Oancea,1968,\N
nm7689338,Florian Voicu,\N,\N
nm9544932,Aurora Paunescu,\N,\N
nm1931036,Diana Vladu,1984,\N
nm9588771,Vanesa Gidel,\N,\N
nm1693019,Laura Vasiliu,1976,\N
nm10686908,Aaron Kane,\N,\N
nm9596031,Cody Molko,\N,\N
nm0577703,Frank Melia,\N,\N
nm12287834,Alison Harrington,\N,\N
nm7502187,Oluwole Jones,\N,\N
nm4679601,Roisin O'Neill,\N,\N
nm0611995,Conor Mullen,1962,\N
nm0873997,Ed Trucco,1963,\N
nm0615058,Jimmy Murray,\N,\N
nm0118805,Peter Bucossi,\N,\N
nm0744156,Diana Rossi,\N,\N
nm0237780,Karin Drexler,\N,\N
nm3676175,Atsuki Tani,1959,\N
nm0081500,Katja Bienert,1966,\N
nm0337167,Albino Graziani,\N,\N
nm0537998,Javier Maiza,\N,\N
nm0558975,Olivier Mathot,1924,2011
nm0438297,Mari Carmen Nieto,\N,\N
nm0441660,Daniel Katz,\N,\N
nm0595019,Yolanda Mobita,\N,\N
nm0934313,Zoey Wilson,\N,\N
nm0367204,Lucia Hartpeng,\N,\N
nm0727090,Karma Ibsen Riley,\N,\N
nm0570789,Lucile McIntyre,1943,2018
nm0391741,Allison Holmes,\N,\N
nm0706850,Robert D. Raiford,1927,2017
nm1344037,Max Iles,\N,\N
nm1344038,Michael Iles,\N,\N
nm1343436,Jared Scheideman,\N,\N
nm1343437,Jordan Scheideman,\N,\N
nm1341876,Maia Jae Bastidas,1998,\N
nm1341875,Keana Lyn,1998,\N
nm1213398,Joshua Lockhart,\N,\N
nm1342856,Maxwell Lockhart,\N,\N
nm0871466,Anastasia Trovato,\N,\N
nm3585712,Gracie Glam,1990,\N
nm0192926,James Curreri,\N,\N
nm1578954,Jay Flats,\N,\N
nm4304096,Ring Hendricks-Tellefsen,\N,\N
nm3610961,Carson Higgins,\N,\N
nm2771613,Laura Holloway,\N,\N
nm8240130,Alexander Bertrand,\N,\N
nm7962218,Syd Zygier,\N,\N
nm10903035,Benhur Helwend,\N,\N
nm6854116,Milly Alcock,\N,\N
nm10903036,Jean Hinchliffe,\N,\N
nm5079783,George Harrison Xanthis,\N,\N
nm0079513,Christina von Blanc,\N,\N
nm0036309,Alice Arno,1946,\N
nm0205635,Wal Davis,\N,\N
nm0346455,Nicole Guettard,\N,1996
nm0368642,Linda Hastreiter,\N,\N
nm0452433,Rose Kiekens,\N,\N
nm0630269,France Nicolas,\N,\N
nm0853378,Pierre Taylou,\N,\N
nm1289162,Ben Faulks,\N,\N
nm0877577,Gideon Turner,1973,\N
nm1469005,Cristina Serban,\N,\N
nm0567167,Allen McCullough,\N,\N
nm4259098,Lauren Molina,\N,\N
nm1185246,Louisa Braden Johnson,1984,\N
nm4475267,Gregg Burton,\N,\N
nm5087634,Barbara Aragon,\N,\N
nm5088357,Donald E. Benjamin,\N,\N
nm5088004,Stacie A. Blaut,\N,\N
nm0369565,Tim Hauser,1941,2014
nm0251631,Carey Eidel,\N,\N
nm0372579,Marla Heasley,1959,\N
nm0575387,Karen Medak,\N,\N
nm0729234,Chita Rivera,1933,\N
nm0153373,Suzanne Charny,1944,\N
nm0895315,Bud Vest,1943,1995
nm0714077,Lee Roy Reams,1942,\N
nm0487171,Al Lanti,\N,\N
nm0923863,John Wheeler,1930,\N
nm0082888,Leon Bing,\N,\N
nm3149024,Martin Hylander Brucker,\N,\N
nm1014695,Austin Di Iulio,1989,\N
nm1413120,Jasmine Richards,1990,\N
nm0384214,Dwayne Hill,\N,\N
nm0809174,Lyon Smith,\N,\N
nm1517496,Kevin Dennis,1980,\N
nm0056520,Jason Barr,1987,\N
nm2019976,Jeff Margolis,\N,\N
nm2484195,Ricardo Hoyos,1995,\N
nm1914125,Shae Norris,\N,\N
nm2371148,Jason Zumwalt,1975,\N
nm0011401,Timothy Adams,1967,\N
nm2463380,Moti Margolin,\N,\N
nm0426833,Ryan Johnston,1979,\N
nm3009350,Mary Catherine Donnelly,\N,\N
nm2993375,Coolie Ranx,\N,\N
nm3001382,Seeborn,\N,2020
nm0662128,Charleigh E. Parker,\N,\N
nm0665414,Anthony Patellis,\N,\N
nm0053222,Joe Barbara,1967,\N
nm1076073,Frank Bonsangue,1956,\N
nm0403675,Elena Hurst,1983,\N
nm0877186,Greta Turken,1959,\N
nm0742409,Marcell Rosenblatt,1947,\N
nm0742558,Moishe Rosenfeld,\N,\N
nm0802925,Alexander Sirotin,\N,\N
nm0196849,Armand Dahan,\N,2018
nm1449294,Benjean,\N,\N
nm0314492,Stuart Germain,\N,\N
nm0656606,Albin Pahernik,\N,\N
nm0181030,Marguerite Corriveau,\N,\N
nm0546787,Ilona Margolis,1967,\N
nm0740543,Minor Rootes,1931,2017
nm0522862,Susan Lowden,\N,\N
nm0673700,Joe Perham,\N,\N
nm0655457,Dana Packard,\N,\N
nm0923966,Skip Wheeler,\N,\N
nm5082796,Anne Rooney,\N,\N
nm2444005,Amber Perkins,1989,\N
nm2745310,Rachel Quinn,\N,\N
nm2573591,Dean Waite,1971,\N
nm2756569,Jael Elizabeth Steinmeyer,\N,\N
nm2117804,Brittany Hingle,\N,\N
nm2755493,Carolina Sabate,\N,\N
nm2757671,Trigve Hagen,\N,\N
nm1427691,John K. Frazier,\N,\N
nm1828833,Lauren Leah Mitchell,\N,\N
nm2757068,Jon Simonelli,\N,\N
nm1509509,Craig Stoa,\N,\N
nm2691464,Nikki Christie,1986,\N
nm2758106,Yvette Bartosik,\N,\N
nm2671827,Josh Samson,\N,\N
nm0038572,Neus Asensi,1965,\N
nm0495764,Tony Leblanc,1922,2012
nm0760670,Julio Sanjuán,\N,\N
nm0664660,Darío Paso,1979,\N
nm0672985,Carlos Perea,\N,2009
nm0432891,Javier Jurdao,\N,\N
nm0955660,Rosa Zhidán,\N,\N
nm0634628,Jake Nong,\N,\N
nm0954745,Jamie Zemarel,\N,\N
nm0439086,Karin Kardian,\N,\N
nm0230631,Kim Pfeiffer,\N,\N
nm0624308,Monica Neff,\N,\N
nm0055611,Glenn Barnes,\N,\N
nm0938133,Rose Wolfe,\N,\N
nm1911830,Jerry Schuerholz,\N,\N
nm1914239,Hank Stuhmer,\N,\N
nm1914756,Fred Gibmeyer,\N,\N
nm0752259,Richard Ruxton,\N,2007
nm0730900,Bumb Roberts,\N,\N
nm2077908,Vibeke Dueholm,1960,\N
nm4992755,Rebecca Rønde Kiilerich,\N,\N
nm1030738,Sonny Lahey,1979,\N
nm0546330,Michael Zuckow Mardorf,1962,\N
nm5084376,Diva O'Branco,1995,\N
nm3046545,Susie Power,2003,\N
nm0704644,Birgitte Raaberg,1954,\N
nm0712513,Kurt Ravn,1947,\N
nm1302736,Lars Thiesgaard,\N,\N
nm1307007,Troels Walther,1962,\N
nm0322543,Raymond Glendenning,1907,1974
nm0521740,Jackie Loughery,1930,\N
nm0359050,Ruth Hampton,1931,2005
nm0414126,Valerie Jackson,\N,\N
nm0398337,Renate Hoy,1930,\N
nm0860271,Jeanne Vaughn,1931,\N
nm1447011,Jeri Miller,1933,\N
nm0369090,Judy Jorell,1934,\N
nm9723807,Igby Rigney,\N,\N
nm10232836,Scout Smith,\N,\N
nm0525596,Jayne Luke,\N,\N
nm7880852,Kenadee Clark,\N,\N
nm7178749,Cassie Beck,\N,\N
nm1020137,Sue McCormick,\N,\N
nm0396680,Laura House,1970,\N
nm0338036,Karey Green,\N,\N
nm0042034,Laura Auldridge,\N,\N
nm0324237,Alicia Godwin,1988,\N
nm0429100,Richard Andrew Jones,1946,\N
nm0261293,Kathryn Esquivel,\N,\N
nm7613069,Yin Zheng,1986,\N
nm3270201,Entai Yu,\N,\N
nm4071109,Haoyu Yang,1974,\N
nm1231873,Minghao Chen,\N,\N
nm13123722,Xiaoxian Qin,\N,\N
nm8288748,Benyu Zhang,\N,\N
nm8288750,Da Ke,\N,\N
nm8912777,Enxi Deng,\N,\N
nm6116220,Dave Beamish,\N,\N
nm5370478,Cameron Caulfield,\N,\N
nm4327213,Allira Jaques,\N,\N
nm5934380,Aimee Duroux,\N,\N
nm2127395,Dean Kirkright,1981,\N
nm6496666,Colin Dixon,\N,\N
nm6116222,Lindsay Edgecomb,\N,\N
nm4258037,Darrell Plumridge,\N,\N
nm6345186,Mark E Darin,\N,\N
nm6046276,Robert J. Mussett,\N,\N
nm8241356,Aasiya Shah,\N,\N
nm11674121,Sam Campbell,\N,\N
nm5482846,Kevin Garry,\N,\N
nm7926702,Nathan Foad,\N,\N
nm1664999,Leke Adebayo,\N,\N
nm11478226,Tyrell Morgan,\N,\N
nm6652747,George Owusu-Afriyie,\N,\N
nm1436561,Alistair McKenzie,\N,\N
nm0150296,Carrie Chambers,\N,\N
nm1092173,John Lodico,\N,\N
nm0862962,Jonathan Tiersten,1965,\N
nm0276290,Karen Fields,\N,\N
nm0758526,Loris Diran,\N,\N
nm5195836,John Dunn,\N,\N
nm0332360,Desiree Gould,1945,2021
nm0400842,Owen Hughes,\N,\N
nm0886033,Thomas E. van Dell,1963,\N
nm0322214,Susan Glaze,1956,\N
nm0338758,Fred Greene,\N,\N
nm9541445,Danny Ruiz,\N,\N
nm0363565,Susan Moore Harmon,\N,\N
nm0237267,Justin Dray,\N,\N
nm5444641,James Schuler,\N,\N
nm2997654,Denver-Isaac Kwashe,\N,\N
nm8529107,Ivana Rojas,\N,\N
nm2721719,Ray Fonseca,1981,\N
nm0763022,Maya Sansa,1975,\N
nm0138701,Valentina Carnelutti,1973,\N
nm0862755,Andrea Tidona,1951,\N
nm1033487,Lidia Vitale,1972,\N
nm0320552,Claudio Gioè,1975,\N
nm0093752,Paolo Bonanni,\N,\N
nm0277085,Camilla Filippi,1979,\N
nm0771274,Mario Schiano,1933,2008
nm5980571,Thérèse Vaddem,\N,\N
nm2320666,Yu Shirota,1985,\N
nm0648457,Kazuki Ohmori,1952,\N
nm0941469,Jimmy Workman,1980,\N
nm0291463,John Franklin,1959,\N
nm0552220,Douglas Brian Martin,1954,\N
nm0553094,Steven M. Martin,1954,\N
nm0448652,Allegra Kent,1937,\N
nm0466770,Richard Korthaze,\N,\N
nm2815326,Amit Sadh,\N,\N
nm10522139,Ivana Kaur,\N,\N
nm11520941,Resham Shrivardhan,\N,\N
nm3406230,Hrishikesh Joshi,\N,\N
nm5376667,Shrikant Verma,\N,\N
nm7903965,Plabita Borthakur,\N,\N
nm7517362,Saiyami Kher,\N,\N
nm1653297,Sunil Gupta,\N,\N
nm6199300,Shradha Kaul,\N,\N
nm8911365,Varin Roopani,\N,\N
nm7372243,Pawan Singh,\N,\N
nm6358249,Kuljeet Singh,\N,\N
nm8419034,Vijay Rajoria,\N,\N
nm0641132,Michael O'Guinne,\N,\N
nm0223233,Wil Dewitt,1921,2003
nm0860332,John Robert Thompson,1931,2016
nm0234202,Gloria Dorson,1931,2022
nm0198541,Mike Dalzell,1938,2015
nm0919795,Skip Welker,\N,\N
nm0319259,Eric Gilliom,\N,\N
nm0102324,Robert Boyle,1938,2014
nm0678052,Jerry D. Petro,\N,\N
nm0806977,Sam Smiley,1931,2018
nm1059881,Michael Miller,\N,1987
nm0032378,Suky Appleby,1960,\N
nm0111802,Olwen Brookes,1901,1976
nm0419707,Jayasudha,1958,\N
nm0151526,Chandramohan,\N,\N
nm6836472,Shashank,\N,\N
nm0827032,Harvey Stephens,1970,\N
nm0240961,Tommy Duggan,1909,1998
nm0533928,Robert MacLeod,1915,2004
nm0582666,Yelena Metyolkina,1953,\N
nm0783987,Nadezhda Sementsova,1927,2001
nm0496606,Vadim Ledogorov,1957,\N
nm0509614,Uldis Lieldidzs,1933,2019
nm0264931,Yelena Fadeyeva,1914,1999
nm0245366,Vatslav Dvorzhetsky,1910,1993
nm0493724,Aleksandr Lazarev,1938,2011
nm0586418,Aleksandr Mikhaylov,1944,\N
nm0790202,Boris Shcherbakov,1949,\N
nm0496607,Igor Ledogorov,1932,2005
nm0834651,Gleb Strizhenov,1923,1985
nm0299525,Vladimir Fyodorov,1939,2021
nm0863732,Nikolai Timofeyev,1921,1999
nm0439154,Evgeniy Karelskikh,1946,\N
nm0632125,Lyudmila Nilskaya,1957,\N
